sl no,date,daily travel emission,daily energy emission,daily dietary emission,daily waste emission,daily water emission,daily appliances emission,daily activity emission
4086,2/11/2018,2.375,5,12,5,2.889,1,24.027
4087,17/6/2018,2.556,20,2,4.24,1,3.298,17
4088,26/2/2018,3.52,5,8.868,3.36,3.499,1.818,47
4089,11/2/2018,1.577,10.72,7.844,4.33,5,3.45,35.304
4090,3/2/2018,1.641,10.233,11.001,3,4.2,5,47
4091,11/2/2018,3.449,11.17,3.488,4.35,2.085,4.573,47
4092,20/2/2018,3.512,13.29,2.739,3.47,1.745,5,38.541
4093,12/2/2018,1.447,17.415,12,5,4.309,4.696,41.411
4094,28/2/2018,3.458,11.268,11.381,3.44,2.118,3.877,40.885
4095,20/2/2018,1,16.207,11.915,1.51,3.321,3.674,31.846
4096,11/2/2018,1,5,12,3.51,4.729,3.352,20.983
4097,18/10/2018,4.068,5,12,3.52,1,3.978,29.246
4098,11/2/2018,3.016,5,3.587,1.27,2.556,3.246,17
4099,3/11/2018,2.48,5,5.577,2.25,2.069,3.278,17
4100,6/7/2018,1.075,11.173,3.014,3.68,1,2.429,17
4101,11/6/2018,3.051,11.407,7.104,3.65,1.114,3.478,39.592
4102,11/2/2018,2.284,10.339,12,3.38,3.485,5,20.105
4103,17/10/2018,1,11.355,2,1.75,1,3.404,38.812
4104,12/2/2018,3.217,13.508,2.804,1,1,5,22.875
4105,9/2/2018,1,5,2,1.73,3.12,1,21.325
4106,11/2/2018,2.543,10.94,5.412,2.45,2.771,3.7,26.544
4107,3/2/2018,3.371,11.259,6.05,1.89,1.909,2.387,20.475
4108,12/2/2018,4.779,20,12,1.3,2.709,1,25.199
4109,4/2/2018,3.181,5.057,12,4.01,3.386,1.943,42.203
4110,11/2/2018,1,6.664,12,1.45,1.026,4.592,36.556
4111,10/2/2018,2.462,10.798,6.087,3.94,1.79,1,47
4112,11/2/2018,3.459,5.024,3.636,1,3.675,3.599,23.88
4113,17/10/2018,4.217,17.74,12,2.72,1.056,1,46.99
4114,12/2/2018,2.492,12.542,2.763,3.79,1,1.495,20.414
4115,4/2/2018,2.497,12.121,5.064,3.78,1,2.558,17
4116,11/2/2018,4.127,5,10.204,1,1.924,3.73,19.008
4117,3/2/2018,2.809,12.994,10.106,2.61,1.043,1.902,32.021
4118,12/2/2018,1.386,14.928,12,3.41,4.414,1.925,43.803
4119,3/2/2018,2.705,18.459,2,4.06,1,4.18,47
4120,11/2/2018,5,15.272,2,4.33,4.68,4.651,47
4121,11/2/2018,3.525,5,4.224,3.43,3.587,5,21.788
4122,3/2/2018,2.609,11.469,2,3.76,1.292,4.702,21.518
4123,26/10/2018,2.53,10.762,2,4.44,4.456,1.469,21.69
4124,12/2/2018,2.603,11.485,3.592,1,1.509,4.684,47
4125,12/2/2018,4.303,5,3.555,1.52,3.181,5,17
4126,12/2/2018,2.936,11.844,8.405,3.45,5,4.102,43.465
4127,3/2/2018,4.494,5,12,4.35,1.751,1.735,20.312
4128,4/3/2018,1,20,5.024,4.19,1.75,3.889,41.321
4129,25/10/2018,2.461,5,7.85,2.12,2.339,2.302,17
4130,2/11/2018,4.344,5,12,4.57,1.257,3.778,25.883
4131,12/2/2018,2.596,10.311,12,1,4.361,4.677,22.23
4132,10/11/2018,1.718,10.867,11.494,4.04,1.787,1.812,41.26
4133,31/8/2018,1,5,12,4.7,1.7,3.445,20.854
4134,20/2/2018,1.372,17.41,9.055,3.3,2.512,5,21.18
4135,28/2/2019,2.605,11.028,4.037,2.77,1.456,2.73,22.351
4136,12/2/2018,5,6.726,5.959,3.27,3.447,5,27.419
4137,27/2/2018,2.815,5,12,3.56,5,3.519,23.57
4138,11/2/2018,1,10.312,12,3.43,3.233,4.073,26.238
4139,3/2/2018,3.346,20,2,1.65,4.508,1.133,18.549
4140,11/2/2018,1,5,12,4.59,1.801,2.721,21.684
4141,11/2/2018,1.347,11.388,11.444,4.27,1.392,3.278,20.166
4142,10/2/2018,4.838,5,2,3.41,1.445,3.367,17
4143,27/2/2018,1,5,2,1.45,5,4.418,47
4144,18/6/2018,3.325,12.781,6.827,3.3,1,2.698,43.693
4145,2/11/2018,1.823,8.608,6.086,2.53,4.494,3.882,47
4146,12/2/2018,3.485,16.629,2,4.62,4.227,4.468,40.831
4147,12/2/2018,3.436,10.37,6.784,3.28,1,3.58,47
4148,20/2/2018,2.509,5,12,4.28,4.088,3.461,24.228
4149,11/2/2018,4.68,5,9.568,4.56,4.08,2.949,41.206
4150,11/2/2018,3.39,12.301,2,1,1.049,4.128,34.012
4151,12/2/2018,2.502,12.244,3.52,3.68,1.026,1,24.007
4152,23/10/2018,3.001,10.64,2,3.44,1.614,3.277,24.45
4153,11/2/2018,1,10.549,2.809,2.19,2.63,3.402,34.918
4154,21/10/2018,1,14.327,2.377,2.5,1.405,1,22.538
4155,28/2/2018,1.432,10.443,7.98,2.98,4.553,1.867,17
4156,19/6/2018,2.551,20,9.807,3.38,3.932,4.003,21.159
4157,20/2/2018,1.539,11.845,10.125,3.63,1.434,1,25.591
4158,4/2/2018,1.632,18.736,2,4.67,1.712,2.779,39.634
4159,28/2/2018,1.852,12.614,12,3.72,4.314,1,20.998
4160,27/2/2018,3.053,10.271,2,3.38,2.822,2.385,30.89
4161,3/2/2018,3.124,12.077,6.03,1,1.317,1,38.032
4162,23/10/2018,2.931,13.066,2,3.32,1,3.657,35.58
4163,3/3/2018,3.655,10.636,2,3.39,1.708,1.634,30.764
4164,25/2/2018,1.661,10.433,10.641,5,1.896,4.362,20.808
4165,4/2/2018,2.482,10.624,12,2.89,2.33,3.55,17
4166,2/2/2018,4.402,5,6.074,1.51,2.651,4.684,20.283
4167,11/11/2018,2.575,8.086,10.112,4.1,3.413,2.488,47
4168,13/2/2018,2.543,12.231,9.379,4.37,1.81,4.475,20.661
4169,3/2/2018,5,5,12,4.29,2.769,4.426,26.196
4170,11/2/2018,4.205,20,8.298,3.3,1.378,1.411,40.018
4171,11/2/2018,4.078,11.16,2,2.58,1,4.001,29.299
4172,11/2/2018,1.423,20,4.207,3.6,1.392,4.57,35.148
4173,2/2/2018,4.054,20,11.46,3.51,1.393,4.474,35.989
4174,25/10/2018,3.47,5,4.675,1.96,2.56,4.307,17
4175,16/2/2018,2.999,18.356,2.481,2.57,3.434,3.755,30.272
4176,12/2/2018,1.885,10.261,8.979,1.47,1.871,1.635,47
4177,3/2/2018,2.097,10.87,2,1,5,1.566,22.179
4178,19/2/2018,3.49,8.243,3.76,3.34,3.444,2.672,47
4179,24/2/2018,2.764,14.826,5.852,3.31,1,1,25.261
4180,11/2/2018,2.51,5,6.595,2.64,1,3.244,17
4181,1/2/2018,1,20,7.049,2.49,3.252,5,37.639
4182,27/2/2018,4.012,17.016,12,1,3.217,3.471,45.76
4183,11/11/2018,4.718,5,2,3.28,1,3.913,33.983
4184,28/2/2018,4.068,15.698,2,2.56,1,3.325,17
4185,25/2/2018,3.411,20,8.447,3.28,2.527,4.666,42.346
4186,12/2/2018,4.04,13.046,2.885,4.22,2.511,4.975,38.027
4187,3/2/2018,1.503,19.44,2,3.49,2.585,4.361,26.92
4188,20/6/2018,2.15,14.072,2,1.83,4.667,3.539,20.338
4189,18/3/2019,2.2,5,10.923,5,1.858,3.298,24.426
4190,11/2/2018,4.037,17.562,2,2.49,3.375,4.26,33.681
4191,9/2/2018,3.261,10.354,2,1,1.713,1.851,37.689
4192,3/2/2018,3.722,10.496,6.567,2.79,4.654,2.386,37.251
4193,27/2/2018,1,8.538,2,3.44,2.592,1,33.243
4194,28/2/2018,4.212,5,2,1,2.655,4.691,17
4195,26/10/2018,5,6.344,3.164,1.11,5,3.467,22.215
4196,12/2/2018,1.358,11.728,12,3.31,3.509,5,25.49
4197,9/2/2018,3.445,14.945,8.28,1.78,3.749,1.706,34.467
4198,4/2/2018,1.358,18.745,2,2.45,1,1.797,36.403
4199,10/1/2018,2.505,5,2.209,4.38,5,3.341,47
4200,19/2/2018,4.639,13.094,4.978,1.46,1.795,4.258,34.306
4201,19/6/2018,1.332,14.238,2.912,4.7,1.814,3.474,24.167
4202,11/2/2018,2.465,14.801,2,3.83,2.652,3.311,30.589
4203,3/2/2018,2.63,20,6.716,3.77,1,4.65,37.327
4204,2/2/2018,1,20,6.085,2.43,1.741,5,47
4205,25/10/2018,3.064,11.528,11.255,4.96,1.691,2.183,28.218
4206,11/2/2018,1,14.003,11.978,3.49,1.68,5,47
4207,16/2/2018,4.503,5,6.696,3.47,3.419,3.723,33.082
4208,17/6/2018,3.375,20,5.914,4.45,1,5,17
4209,27/2/2018,4.943,5,7.925,4.49,5,4.644,17
4210,28/2/2018,3.342,7.514,6.535,1.4,3.44,3.642,30.31
4211,10/1/2018,2.48,19.408,2,2.65,4.342,4.31,24.494
4212,15/2/2018,4.669,5,2,3.38,1.079,1.072,37.038
4213,27/2/2018,1.398,11.598,12,1.8,1,4.61,30.072
4214,12/2/2018,4.028,16,2,2.42,3.315,1.888,42.624
4215,4/2/2018,3.515,18.687,2,1.4,2.556,3.182,40.928
4216,20/2/2018,2.014,20,2,3.33,3.089,5,39.867
4217,11/2/2018,5,17.696,5.849,2.49,2.489,4.31,22.274
4218,28/2/2018,1.639,11.794,2.362,1,3.119,3.456,29.498
4219,11/2/2018,5,11.67,2,1,3.333,4.272,34.41
4220,2/2/2018,2.47,12.962,12,1,1.74,4.626,47
4221,1/2/2018,4.202,20,9.037,1.56,2.734,1,34.895
4222,11/11/2018,3.328,11.619,9.53,1,5,3.533,25.356
4223,12/2/2018,3.726,12.924,2,1.73,2.648,3.282,26.43
4224,25/10/2018,1.418,5,3.991,4.09,2.851,4.289,20.297
4225,12/2/2018,1.382,5,2.834,1,5,1,34.39
4226,3/2/2018,3.886,20,6.196,3.67,1.468,3.453,43.75
4227,9/2/2018,1.889,11.871,5.973,4.28,4.196,4.491,22.595
4228,12/2/2018,3.297,5,3.336,2.56,1,1.713,20.763
4229,19/2/2018,2.621,5,2,1,2.605,2.038,21.568
4230,4/2/2018,5,20,2.743,1,3.346,5,47
4231,3/3/2018,1,12.098,2.405,2.51,3.579,2.807,17
4232,3/2/2018,3.506,12.865,10,2.56,4.013,1,44.187
4233,3/2/2018,3.123,6.646,2,1.77,3.419,1,47
4234,1/2/2018,2.474,10.32,12,2.56,1.907,4.595,32.072
4235,30/10/2018,5,16.486,2,1,2.729,3.446,47
4236,28/2/2018,4.122,20,2,3.41,3.158,4.258,28.415
4237,2/2/2018,1.747,10.302,2,3.29,5,4.666,21.298
4238,3/2/2018,5,14.765,2.483,4.1,2.684,4.635,17
4239,25/10/2018,4.297,6.409,2,2.39,3.2,3.356,17
4240,19/2/2018,2.724,10.754,7.079,3.47,3.317,1,38.656
4241,11/2/2018,4.136,10.504,10.248,3.97,1,3.47,34.397
4242,11/2/2018,2.65,6.57,6.904,3.32,4.491,2.467,37.957
4243,3/2/2018,3.077,6.557,5.394,4.35,5,1.772,29.524
4244,11/2/2018,4.024,13.091,4.701,5,2.2,4.596,17
4245,12/2/2018,1.441,5,12,2.51,4.162,1.123,29.541
4246,12/2/2018,1,5,12,3.58,4.387,3.372,22.245
4247,19/6/2018,1.567,5,11.466,1,1.912,1.835,25.999
4248,25/10/2018,1.504,13.616,7.699,4.68,2.587,4.456,17
4249,14/11/2018,3.177,20,2,3.52,2.459,3.861,23.573
4250,29/10/2018,2.511,14.722,2,2.71,1,1,26.902
4251,27/2/2018,3.224,11.317,2,3.32,2.475,3.479,29.154
4252,9/2/2018,3.766,5,12,2.44,2.673,1.827,17
4253,11/2/2018,3.15,5.635,2,3.72,3.52,1,46.527
4254,12/2/2018,2.499,15.583,2,3.29,2.629,5,47
4255,11/2/2018,3.33,15.181,10.237,4.67,2.573,3.277,47
4256,27/2/2018,4.345,10.965,2,3.66,4.079,3.332,24.741
4257,25/2/2018,5,16.555,6.882,4.47,4.4,3.873,42.983
4258,4/2/2018,4.396,20,2,1.57,3.854,4.702,20.19
4259,11/2/2018,4.721,5,6.827,4.21,2.963,4.499,17
4260,23/6/2018,1.729,5,12,4.41,1.725,1.941,22.167
4261,10/2/2018,4.04,20,2,3.37,1.908,4.895,25.13
4262,25/10/2018,1.359,10.347,12,1.91,1.545,1.353,17
4263,27/2/2018,3.314,11.866,2,2.44,1.911,4.657,41.955
4264,19/6/2018,3.315,5,10.767,2,1.832,3.386,47
4265,28/2/2018,1.687,10.683,4.352,2.83,1.498,4.394,35.704
4266,26/10/2018,2.735,10.978,12,4.43,3.299,3.561,30.128
4267,27/2/2018,2.667,12.556,2.032,2.49,1.125,4.456,34.312
4268,17/10/2018,2.478,11.501,6.586,2.48,1,2.583,17.383
4269,12/2/2018,2.467,20,12,2.52,2.315,3.233,32.492
4270,12/2/2018,3.523,18.637,11.987,2.45,2.271,4.699,25.71
4271,11/2/2018,2.652,15.856,11.094,1.39,2.646,4.344,47
4272,17/10/2018,1.379,9.323,8.342,2.21,3.539,3.856,28.436
4273,15/10/2018,1.428,5,12,3.56,1,4.182,17
4274,21/6/2018,1.406,11.527,10.925,3.45,1.922,1.77,20.727
4275,25/10/2018,2.686,5,2,3.3,2.457,3.298,17
4276,28/2/2018,3.504,10.611,11.467,5,1.008,5,32.718
4277,17/2/2018,2.503,20,2,1.07,2.798,3.687,44.735
4278,12/2/2018,4.648,11.262,12,5,3.523,3.029,47
4279,27/2/2018,1.561,5,12,3.92,1.661,4.16,39.039
4280,11/2/2018,4.074,5,2,1,1.246,3.476,28.312
4281,18/2/2018,1,19.574,10.85,4.42,1.868,1,39.723
4282,1/2/2018,3.131,9.268,2,4.04,4.337,1.787,23.84
4283,11/2/2018,1,5,3.986,3.39,1.602,1,21.358
4284,15/2/2018,1.094,10.439,4.502,3.5,3.484,4.291,27.545
4285,29/10/2018,4.385,18.387,2,4.8,4.261,2.212,21.175
4286,20/2/2018,5,5.583,2,1.56,2.646,1.283,29.17
4287,4/2/2018,1,19.495,2,3.13,1.434,3.327,28.741
4288,19/6/2018,4.295,11.8,12,3.5,4.706,4.626,37.062
4289,12/2/2018,3.335,5,2,3.87,2.869,4.178,47
4290,19/2/2018,2.65,5,7.794,4.39,2.413,4.312,47
4291,3/2/2018,3.53,10.282,10.279,1,1.893,3.427,41.483
4292,11/2/2018,3.452,5,2,3.59,2.493,5,29.944
4293,25/2/2018,2.466,20,4.474,1.38,1,4.661,34.869
4294,2/2/2018,2.839,18.284,11.382,1,2.545,3.947,19.802
4295,11/2/2018,1.178,10.36,2,3.95,1,5,47
4296,4/2/2018,1,5,6.667,4.14,5,3.508,21.811
4297,16/2/2018,4.066,6.563,4.349,3,3.961,3.457,20.45
4298,11/2/2018,2.688,14.18,3.96,3.29,4.495,1.1,47
4299,26/10/2018,1.441,5,10.835,2.74,3.601,1.31,47
4300,20/6/2018,5,11.172,5.595,1,1.884,3.385,47
4301,4/2/2018,1,20,7.73,2.48,1.671,1.606,20.664
4302,12/2/2018,2.977,5,8.656,4.34,3.08,3.596,21.879
4303,4/2/2018,3.815,18.489,2,3.29,3.947,3.589,20.686
4304,27/2/2018,1.455,11.303,12,3.34,3.537,1.945,45.226
4305,11/2/2018,4.085,6.305,2,2.42,4.033,4.593,20.744
4306,11/2/2018,4.048,10.646,12,4.07,1.652,3.316,47
4307,4/2/2018,4.226,16.561,4.29,4.4,2.525,4.124,17
4308,26/10/2018,3.152,7.797,5.702,1.9,2.672,4.7,19.756
4309,12/2/2018,2.468,5,6.272,4.09,1.912,2.953,19.624
4310,28/2/2018,1,12.428,11.144,3.27,2.459,4.268,44.279
4311,16/6/2018,3.335,11.667,8.3,3.32,4.41,1,21.434
4312,11/2/2018,1,12.468,2,1,5,4.652,38.242
4313,11/2/2018,2.488,10.519,7.779,1,1.804,1.184,36.38
4314,19/6/2018,1,5.533,6.864,1,1.916,5,39.388
4315,10/11/2018,1,10.681,2,1.44,1,3.398,20.456
4316,11/2/2018,2.618,6.269,12,1.47,3.457,1,39.971
4317,26/10/2018,2.539,11.336,8.327,1,4.021,3.315,17
4318,19/2/2018,2.512,10.503,12,1,3.473,4.681,23.948
4319,9/2/2018,1.575,5,12,5,3.079,3.825,23.707
4320,18/2/2018,2.607,10.557,10.083,1,4.688,4.592,44.577
4321,20/2/2018,3.427,10.559,2,1,1,3.724,47
4322,12/2/2018,2.491,15.505,3.093,1.9,2.977,1.372,34.507
4323,4/2/2018,1,11.037,6.574,4.63,3.474,1.658,17
4324,28/2/2018,2.461,5,6.893,1.58,1.451,2.432,20.906
4325,4/2/2018,4.539,20,12,3.55,4.605,5,28.072
4326,19/6/2018,2.459,5,12,3.79,2.651,3.366,17
4327,11/2/2018,3.37,8.775,2,2.28,3.476,4.134,33.347
4328,1/2/2018,4.453,5,7.404,2.81,3.898,2.747,39.706
4329,3/3/2019,3.429,5,9.416,3.13,2.481,5,19.731
4330,11/11/2018,2.752,10.094,2,2.07,1.837,3.384,23.909
4331,11/2/2018,3.003,18.581,2,4.24,3.533,3.352,47
4332,12/2/2018,2.575,13.391,3.006,1,1.376,4.621,47
4333,12/2/2018,2.679,13.005,12,3.26,3.175,4.147,24.966
4334,25/2/2018,2.931,14.504,2,3.27,1,5,47
4335,26/10/2018,1,15.575,8.919,1,1.79,3.454,47
4336,28/2/2018,2.528,11.086,2,3.31,1.922,4.59,27.811
4337,18/10/2018,4.311,20,5.802,4.7,1.31,3.307,17.296
4338,6/7/2018,2.788,5,12,4.69,4.693,3.29,44.72
4339,28/2/2018,2.874,11.274,12,3.35,2.593,3.914,38.899
4340,12/6/2018,4.589,5,12,1,1.442,1.238,21.725
4341,4/2/2018,3.235,11.139,6.333,3.62,1.909,1.64,43.958
4342,3/11/2018,4.015,11.069,12,2.62,2.768,1,32.094
4343,11/2/2018,4.118,19.886,12,3,4.862,3.361,47
4344,4/2/2018,1,11.727,12,1.75,2.633,1.363,47
4345,19/2/2018,2.856,5,8.78,4.17,5,4.159,29.322
4346,19/2/2018,1.699,5,12,1.23,4.657,3.461,21.845
4347,11/2/2018,4.322,13.519,5.324,3.33,3.15,2.506,47
4348,4/2/2018,2.992,7.672,2,4.02,3.262,3.633,43.28
4349,10/1/2018,4.198,5,6.03,3.21,3.536,1,41.749
4350,27/2/2018,1,9.61,2,4.02,2.478,3.847,17
4351,11/2/2018,1,10.357,3.289,1.43,1.826,1.787,17
4352,3/2/2018,4.019,5,2,1.38,3.401,1.028,47
4353,27/2/2018,4.5,19.38,2,5,1.347,3.319,20.326
4354,13/2/2018,2.469,11.14,12,1.5,2.5,4.561,28.892
4355,25/10/2018,1.452,5,2,3.56,1.557,3.362,19.47
4356,2/1/2018,3.126,5.388,3.692,3.55,2.716,2.665,41.172
4357,5/2/2018,4.074,8.405,2,2.62,3.987,4.604,32.245
4358,4/2/2018,4.572,20,2,3.52,1.396,2.76,47
4359,11/2/2018,4.164,5,12,1.19,1.218,2.471,17
4360,10/11/2018,1.408,5,12,3.38,1.77,1,20.756
4361,12/2/2018,4.107,10.777,12,1,1.74,4.684,21.052
4362,28/2/2018,1,11.343,12,4.08,1.745,3.397,22.038
4363,3/3/2018,2.693,11.812,2,4.21,1,5,20.46
4364,6/7/2018,2.562,5,2,1,1,4.285,20.317
4365,19/2/2018,3.296,10.374,2.714,2.65,2.432,3.303,20.195
4366,27/2/2018,1,10.84,5.532,3.42,1.365,3.306,47
4367,12/2/2018,1.629,5,12,4.1,1,1.917,47
4368,28/2/2018,2.582,5,8.293,4.25,4.719,4.429,47
4369,23/2/2019,3.544,5,12,4.66,2.551,4.289,27.153
4370,26/10/2018,1.046,17.681,2,1.42,1,2.44,47
4371,27/2/2018,1,20,2,3.46,2.471,4.326,47
4372,20/2/2018,5,12.426,3.569,1,1.436,1,38.183
4373,3/2/2018,2.498,10.906,6.996,3.29,1,1.304,21.391
4374,5/7/2018,2.737,20,4.597,3.54,1.842,4.409,23.838
4375,11/2/2018,3.142,5,12,4.28,4.29,4.905,23.002
4376,5/7/2018,4.057,20,11.421,3.15,3.538,5,47
4377,3/2/2018,2.523,10.78,7.202,1.4,2.597,5,22.287
4378,28/2/2018,5,17.651,7.486,3.29,1,4.69,25.163
4379,3/2/2018,3.376,20,2,3.3,1.558,1.916,47
4380,20/2/2018,2.565,19.773,11.343,2.47,1,3.239,38.685
4381,9/2/2018,4.564,5,10.932,1,2.039,4.197,47
4382,3/2/2018,5,15.48,11.81,1.51,2.032,3.422,46.038
4383,25/10/2018,3.492,10.457,2,2.73,1.229,3.852,21.536
4384,4/3/2018,1.805,10.487,3.102,1.77,4.617,2.462,22.062
4385,26/10/2018,2.557,10.402,12,1.82,1.884,3.73,28.906
4386,19/6/2018,5,5,7.59,4.37,3.502,3.539,44.608
4387,11/2/2018,4.39,15.479,6.187,1.41,2.695,3.784,18.488
4388,20/2/2018,4.685,13.926,4.704,4.56,5,3.961,20.451
4389,11/2/2018,3.301,10.378,12,1,1,2.73,22.036
4390,13/2/2018,3.199,17.885,2,4.06,3.319,2.667,40.95
4391,4/2/2018,2.076,8.935,10.205,2.56,3.282,1.435,47
4392,2/2/2018,1,8.425,9.914,1.4,4.592,2.299,17
4393,4/2/2018,2.542,14.8,12,4.21,4.011,1.297,42.912
4394,11/2/2018,3.379,10.49,6.107,3.38,4.151,2.517,36.182
4395,11/2/2018,1,5,8.154,3.84,3.711,1,39.16
4396,27/2/2018,4.3,11.373,6.119,1,1.068,4.573,32.003
4397,17/2/2018,4.051,12.468,2.543,1,4.388,1,47
4398,15/2/2018,2.667,9.125,12,4.17,4.806,3.625,30.171
4399,20/2/2018,3.051,5,3.753,2.72,3.946,4.912,17
4400,11/2/2018,2.478,9.226,5.974,1.44,1.786,4.118,25.786
4401,15/2/2018,3.288,12.753,2,1.39,1.426,2.527,21.268
4402,8/11/2018,2.552,5,12,3.43,3.918,1,47
4403,11/2/2018,3.465,5,3.198,3.58,2.869,2.799,43.554
4404,12/2/2018,2.562,10.264,6.662,4.39,3.504,1,34.571
4405,17/2/2018,4.471,15.198,4.981,2.45,2.435,1.881,42.335
4406,12/2/2018,2.644,10.264,12,2.5,1.683,1,34.914
4407,29/10/2018,1,6.942,8.362,3.51,1.821,1,36.642
4408,12/2/2018,3.61,14.271,2,3.34,3.294,4.687,24.484
4409,13/2/2018,4.775,5,2,2.43,3.693,1.947,27.738
4410,11/11/2018,1,13.57,10.861,1.87,2.388,4.406,27.993
4411,25/10/2018,1,7.069,8.411,4.49,3.5,3.413,17
4412,25/2/2018,3.439,10.663,2,1.68,1.801,3.378,22.642
4413,11/2/2018,2.955,6.402,2,2.46,1,1.644,26.006
4414,27/2/2018,4.375,10.406,12,1.75,3.519,2.423,38.082
4415,25/10/2018,1.588,12.268,5.321,3.44,1.57,2.143,28.113
4416,10/2/2018,1,11.992,8.003,3.53,1.169,3.352,20.221
4417,20/6/2018,1.353,15.873,12,4.63,5,3.403,21.024
4418,11/2/2018,3.147,20,2,3.39,3.092,2.728,17.592
4419,25/10/2018,4.401,5,2,4.31,1.758,3.673,19.74
4420,3/2/2018,2.634,10.587,12,3.54,1.333,4.524,39.783
4421,23/6/2018,1,5,6.045,1.49,1,4.6,17
4422,17/2/2018,3.545,15.034,2,3.27,1,4.701,26.098
4423,25/2/2018,2.479,11.079,12,4.1,1.923,4.669,31.19
4424,3/2/2018,3.997,5.757,6.728,3.7,1,1.892,28.333
4425,5/7/2018,4.178,10.439,6.9,4.67,1,2.426,29.746
4426,2/11/2018,1.512,10.537,4.949,4.42,1.392,3.281,21.066
4427,11/2/2018,4.119,5,12,1,1.794,2.197,26.906
4428,11/2/2018,4.036,16.484,4.603,3.52,3.38,3.329,40.528
4429,11/11/2018,3.061,14.922,2,1.86,1,3.095,19.554
4430,3/2/2018,4.049,13.081,2,1.39,3.5,5,47
4431,27/2/2018,2.662,20,2,3.27,2.486,4.69,42.403
4432,4/2/2018,1,12.232,9.069,3.41,1.517,1.933,21.789
4433,3/11/2018,3.38,20,12,2.71,1.397,4.516,32.463
4434,4/2/2018,2.649,20,2,2.43,3.31,5,47
4435,12/2/2018,5,10.724,6.649,1.41,1,4.698,39.497
4436,12/2/2018,4.022,5,12,2.22,3.519,3.718,47
4437,11/2/2018,1.386,12.146,2,3.9,2.645,2.486,32.648
4438,11/2/2018,1.964,5.172,2,4.37,3.436,2.465,47
4439,25/10/2018,1,6.119,5.27,2.97,2.562,2.738,44.158
4440,19/2/2018,1,9.569,8.144,3.63,4.534,4.319,19.288
4441,11/2/2018,3.534,5,7.111,3.48,1,3.589,43.925
4442,9/2/2018,4.56,10.983,2,1.52,2.555,4.625,35.359
4443,11/2/2018,2.729,19.966,5.843,1.44,1.346,1,28.495
4444,20/2/2018,2.5,20,10.664,2.3,1.764,5,28.904
4445,12/2/2018,1.358,12.03,12,3.41,1,4.592,21.371
4446,23/2/2018,2.47,20,10.63,3.05,3.273,1.868,19.476
4447,12/2/2018,3.501,20,2.434,1,1,1.838,47
4448,4/2/2018,3.482,13.055,5.682,3.8,1.371,3.641,17
4449,19/1/2018,5,20,2,3.28,3.236,1.142,47
4450,15/2/2018,3.146,11.077,4.413,2.94,3.846,4.377,47
4451,7/2/2018,4.769,18.708,2,3.3,3.538,3.048,41.093
4452,11/2/2018,2.786,5,12,5,2.172,3.939,28.648
4453,12/6/2018,3.778,12.231,12,1.34,3.393,4.308,23.981
4454,11/2/2018,2.542,6.695,8.416,4.08,3.335,3.042,17
4455,20/6/2018,4.208,11.577,7.548,2.55,2.47,1.303,32.771
4456,12/2/2018,4.141,5,7.652,4.56,3.201,3.326,31.8
4457,11/2/2018,1,18.736,9.968,4.55,1,4.587,29.465
4458,25/10/2018,2.545,10.581,2,4.06,1.867,3.319,24.358
4459,28/2/2018,1,17.682,11.504,3.69,1,3.638,23.351
4460,12/2/2018,3.8,20,2.999,1.42,3.623,3.601,17.477
4461,12/2/2018,2.563,10.495,2,3.27,2.044,4.279,47
4462,12/2/2018,1.409,12.853,2,3.31,3.238,4.167,33.066
4463,28/2/2018,1.553,5,5.762,3.75,3.402,1,27.279
4464,20/6/2018,2.73,10.473,12,3.42,1.891,4.661,34.072
4465,8/11/2018,1,10.351,8.14,2.85,2.631,5,20.218
4466,27/2/2018,4.218,5,2,3.31,2.096,1,47
4467,19/2/2018,1.017,5,7.457,3.08,1.606,4.284,43.429
4468,5/7/2018,1.362,12.042,11.031,3.47,3.825,3.223,20.415
4469,27/2/2018,1.524,18.771,11.665,2.57,1,3.292,17
4470,3/2/2018,4.27,11.19,2,1,1.507,3.276,43.917
4471,12/2/2018,3.017,5,5.021,2.42,1.341,3.929,47
4472,15/2/2018,2.643,5.44,2.43,1.48,4.721,3.548,43.44
4473,17/2/2018,3.435,20,2,1.4,2.453,4.664,40.836
4474,12/2/2018,2.867,5.875,2,3.27,1,3.525,40.262
4475,11/11/2018,2.503,5,10.954,1,3.567,4.529,17
4476,3/2/2018,2.774,12.944,2,3.95,2.653,4.59,46.6
4477,11/2/2018,2.705,10.542,2,3.37,3.404,1,47
4478,9/2/2018,4.244,5,6.957,1,1.609,3.376,22.426
4479,20/2/2018,1.717,20,2,3.86,3.258,3.471,47
4480,3/2/2018,3.123,5,3.061,2.12,4.613,3.325,47
4481,19/2/2018,2.282,17.014,9.232,4.71,3.498,4.775,19.925
4482,28/2/2018,4.073,18.027,3.127,4.37,3.372,1.317,23.073
4483,10/11/2018,2.075,10.434,10.781,5,5,3.951,33.638
4484,17/6/2018,2.594,5,12,1.92,2.427,3.574,20.572
4485,10/11/2018,3.704,16.89,3.133,2.59,1.469,2.535,20.881
4486,4/2/2018,1,15.083,2.488,3.71,1,3.433,17
4487,4/2/2018,4.194,14.058,12,3.58,1,3.815,21.955
4488,20/2/2018,2.465,8.245,9.85,3.14,3.509,3.364,47
4489,27/2/2018,1.637,10.685,2,3.54,3.378,1.784,22.334
